Ensembl_Gene_ID	Pfam
ENSG00000148344	PF01124.13
ENSG00000143198	PF01124.13
ENSG00000155130	PF02063.12
ENSG00000175130	PF02063.12
ENSG00000196860	PF02064.10
ENSG00000173726	PF02064.10
ENSG00000020426	PF17121
ENSG00000064102	PF10221.4
ENSG00000142494	PF01554.13
ENSG00000180638	PF01554.13
ENSG00000205718	PF16564
ENSG00000071655	PF01429
ENSG00000170948	PF16564
ENSG00000182315	PF16564
ENSG00000230522	PF16564
ENSG00000237247	PF16564
ENSG00000134046	PF01429
ENSG00000107223	PF01381
ENSG00000185000	PF03062.14
ENSG00000261698	PF03062.14
ENSG00000125505	PF03062.14
ENSG00000261944	PF03062.14
ENSG00000262126	PF03062.14
ENSG00000261917	PF03062.14
ENSG00000262337	PF03062.14
ENSG00000262479	PF03062.14
ENSG00000262695	PF03062.14
ENSG00000262053	PF03062.14
ENSG00000261902	PF03062.14
ENSG00000102312	PF03062.14
ENSG00000167780	PF03062.14
ENSG00000177669	PF03062.14
ENSG00000111684	PF03062.14
ENSG00000057252	PF03062.14
ENSG00000143797	PF03062.14
ENSG00000054392	PF03062.14
ENSG00000172197	PF03062.14
ENSG00000010282	PF03062.14
ENSG00000204511	PF15707.9
ENSG00000206447	PF15707.9
ENSG00000226923	PF15707.9
ENSG00000226841	PF15707.9
ENSG00000225228	PF15707.9
ENSG00000228662	PF15707.9
ENSG00000238238	PF15707.9
ENSG00000231975	PF15707.9
ENSG00000121940	PF05934.6
ENSG00000073111	PF17855
ENSG00000197771	PF09739.4
ENSG00000005059	PF04678.8
ENSG00000156026	PF04678.8
ENSG00000135272	PF15316.1
ENSG00000112559	PF15316.1
ENSG00000111554	PF15501.1
ENSG00000124733	PF06910.6
ENSG00000164953	PF09773.4
ENSG00000133398	PF09748.4
ENSG00000161920	PF10280.4
ENSG00000180182	PF08638.6
ENSG00000042429	PF10156.4
ENSG00000156603	PF10278.4
ENSG00000124641	PF08612.6
ENSG00000152944	PF11221.3
ENSG00000148297	PF06179.7
ENSG00000261579	PF06179.7
ENSG00000112282	PF11573.3
ENSG00000008838	PF11277.12
ENSG00000104973	PF11235
ENSG00000160563	PF11571.3
ENSG00000118579	PF11594.3
ENSG00000063322	PF11568.3
ENSG00000108590	PF05669.7
ENSG00000136146	PF10018.4
ENSG00000133997	PF04934.9
ENSG00000155868	PF05983.6
ENSG00000159479	PF10232.4
ENSG00000141026	PF07544.8
ENSG00000156384	PF10376.4
ENSG00000180336	PF15189.1
ENSG00000197889	PF15163.1
ENSG00000085511	PF00069
ENSG00000198951	PF17450
ENSG00000102393	PF17450
ENSG00000182087	PF09746.4
ENSG00000162959	PF01875.12
ENSG00000163328	PF00610
ENSG00000133895	PF05053.8
ENSG00000162391	PF10223.4
ENSG00000152380	PF10223.4
ENSG00000117899	PF10185.4
ENSG00000127804	PF05971.7
ENSG00000137574	PF09445.5
ENSG00000100483	PF10294.4
ENSG00000143919	PF10294.4
ENSG00000123427	PF10294.4
ENSG00000144401	PF10294.4
ENSG00000067365	PF10294.4
ENSG00000181038	PF10294.4
ENSG00000139780	PF10294.4
ENSG00000053328	PF13383.1
ENSG00000003509	PF02636.12
ENSG00000037897	PF02390.12
ENSG00000169519	PF01795.14
ENSG00000132275	PF05148.10
ENSG00000148335	PF05891.7
ENSG00000203740	PF05891.7
ENSG00000198917	PF02598.12
ENSG00000179299	PF21148
ENSG00000117481	PF01189.12
ENSG00000037474	PF01189.12
ENSG00000130305	PF21153
ENSG00000262589	PF21153
ENSG00000178694	PF01189.12
ENSG00000241058	PF01189.12
ENSG00000111641	PF17125
ENSG00000183665	PF02475.11
ENSG00000126814	PF02475.11
ENSG00000140259	PF06991.6
ENSG00000149742	PF07690.11
ENSG00000157800	PF07690.11
ENSG00000164073	PF07690.11
ENSG00000147100	PF07690.11
ENSG00000091664	PF07690.11
ENSG00000141526	PF07690.11
ENSG00000146409	PF07690.11
ENSG00000167700	PF07690.11
ENSG00000108932	PF07690.11
ENSG00000262275	PF07690.11
ENSG00000112337	PF07690.11
ENSG00000174326	PF07690.11
ENSG00000162769	PF07690.11
ENSG00000165646	PF07690.11
ENSG00000196600	PF07690.11
ENSG00000112394	PF07690.11
ENSG00000183018	PF07690.11
ENSG00000169026	PF07690.11
ENSG00000156875	PF07690.11
ENSG00000036565	PF07690.11
ENSG00000174514	PF07690.11
ENSG00000170190	PF07690.11
ENSG00000149150	PF07690.11
ENSG00000160190	PF07690.11
ENSG00000168679	PF07690.11
ENSG00000104888	PF07690.11
ENSG00000076351	PF07690.11
ENSG00000022567	PF13347.1
ENSG00000148110	PF07690.11
ENSG00000167703	PF07690.11
ENSG00000173214	PF07690.11
ENSG00000124564	PF07690.11
ENSG00000174327	PF07690.11
ENSG00000110628	PF07690.11
ENSG00000187714	PF07690.11
ENSG00000155380	PF07690.11
ENSG00000100156	PF07690.11
ENSG00000185518	PF07690.11
ENSG00000166111	PF07690.11
ENSG00000137204	PF07690.11
ENSG00000162426	PF07690.11
ENSG00000165449	PF07690.11
ENSG00000101194	PF07690.11
ENSG00000135953	PF07690.11
ENSG00000146039	PF07690.11
ENSG00000169682	PF07690.11
ENSG00000179520	PF07690.11
ENSG00000163053	PF07690.11
ENSG00000122012	PF07690.11
ENSG00000119457	PF07690.11
ENSG00000109736	PF07690.11
ENSG00000119686	PF07690.11
ENSG00000152779	PF07690.11
ENSG00000159164	PF07690.11
ENSG00000265307	PF07690.11
ENSG00000124568	PF07690.11
ENSG00000146477	PF07690.11
ENSG00000196312	PF07690.20
ENSG00000118855	PF07690.11
ENSG00000157703	PF07690.11
ENSG00000138463	PF07690.20
ENSG00000118596	PF07690.11
ENSG00000197891	PF07690.11
ENSG00000182557	PF07690.11
ENSG00000119899	PF07690.11
ENSG00000134955	PF07690.11
ENSG00000139508	PF07690.11
ENSG00000158715	PF07690.11
ENSG00000185156	PF13347.1
ENSG00000151690	PF07690.11
ENSG00000138111	PF13347.1
ENSG00000161091	PF13347.1
ENSG00000205639	PF13347.1
ENSG00000164175	PF13347.1
ENSG00000168389	PF13347.1
ENSG00000182544	PF05631.9
ENSG00000168282	PF05060.9
ENSG00000135535	PF05283.6
ENSG00000174950	PF05283.6
ENSG00000152558	PF05283.15
ENSG00000133065	PF01769.11
ENSG00000136052	PF01769.11
ENSG00000114544	PF01769.11
ENSG00000172548	PF05653.9
ENSG00000170113	PF05653.9
ENSG00000001461	PF05653.9
ENSG00000104361	PF05653.9
ENSG00000140157	PF05653.9
ENSG00000163293	PF05653.9
ENSG00000137834	PF03165
ENSG00000170365	PF03165
ENSG00000166949	PF03165
ENSG00000120693	PF03165
ENSG00000101665	PF03165
ENSG00000141646	PF03165
ENSG00000175387	PF03165
ENSG00000206503	PF00129
ENSG00000206493	PF00129
ENSG00000229252	PF00129
ENSG00000233904	PF00129
ENSG00000230254	PF00129
ENSG00000204525	PF00129
ENSG00000234745	PF00129
ENSG00000106554	PF05300.6
ENSG00000159685	PF05300.6
ENSG00000147316	PF12258.3
ENSG00000138160	PF00225
ENSG00000163071	PF16026.9
ENSG00000168958	PF05644.6
ENSG00000147378	PF05644.6
ENSG00000116729	PF06664.7
ENSG00000146433	PF06664.7
ENSG00000148343	PF10265.4
ENSG00000180488	PF10265.4
ENSG00000116691	PF15734.9
ENSG00000143409	PF04424.8
ENSG00000128923	PF04424.8
ENSG00000100253	PF05153.10
ENSG00000185176	PF00230.15
ENSG00000103569	PF00230.15
ENSG00000086159	PF00230.15
ENSG00000103375	PF00230.15
ENSG00000178301	PF00230.15
ENSG00000240583	PF00230.15
ENSG00000167580	PF00230.15
ENSG00000165269	PF00230.15
ENSG00000184945	PF00230.15
ENSG00000171885	PF00230.15
ENSG00000165272	PF00230.15
ENSG00000135517	PF00230.15
ENSG00000143595	PF00230.15
ENSG00000161798	PF00230.15
ENSG00000167842	PF05859.7
ENSG00000149636	PF08202.6
ENSG00000117697	PF08641.7
ENSG00000162910	PF09776.4
ENSG00000132305	PF09731.4
ENSG00000146410	PF05308.6
ENSG00000117640	PF05308.6
ENSG00000066855	PF05308.6
ENSG00000178307	PF14972.1
ENSG00000156411	PF08039.6
ENSG00000136699	PF14724.1
ENSG00000160124	PF09774.4
ENSG00000120215	PF14991.1
ENSG00000178053	PF10248.4
ENSG00000089693	PF10248.4
ENSG00000146147	PF15274.1
ENSG00000168288	PF10229.4
ENSG00000169446	PF10270.4
ENSG00000204624	PF02460.13
ENSG00000134697	PF08153
ENSG00000041802	PF01926.18
ENSG00000138430	PF06071
ENSG00000105793	PF01018
ENSG00000204590	PF01926.18
ENSG00000206492	PF01926.18
ENSG00000226882	PF01926.18
ENSG00000229470	PF01926.18
ENSG00000228581	PF01926.18
ENSG00000235986	PF01926.18
ENSG00000232143	PF01926.18
ENSG00000132591	PF01926.18
ENSG00000185721	PF02824
ENSG00000084092	PF21516
ENSG00000130119	PF01926.18
ENSG00000163607	PF01926.18
ENSG00000101181	PF01018
ENSG00000130299	PF10396.4
ENSG00000108591	PF02824
ENSG00000146263	PF14910.1
ENSG00000146085	PF02310
ENSG00000198920	PF15718.9
ENSG00000124615	PF06463
ENSG00000164172	PF02597
ENSG00000173542	PF03637.12
ENSG00000114978	PF03637.12
ENSG00000142961	PF03637.12
ENSG00000115540	PF03637.12
ENSG00000120162	PF03637.12
ENSG00000182208	PF03637.12
ENSG00000172081	PF03637.12
ENSG00000171723	PF03454
ENSG00000168237	PF13660
ENSG00000023228	PF13510
ENSG00000061987	PF12783
ENSG00000073910	PF19421
ENSG00000075539	PF19421
ENSG00000133422	PF07496
ENSG00000133131	PF07496
ENSG00000159256	PF07496
ENSG00000114487	PF07496
ENSG00000096395	PF04644.7
ENSG00000157017	PF04644.7
ENSG00000204899	PF12554.3
ENSG00000152082	PF12926.2
ENSG00000173272	PF12926.2
ENSG00000083168	PF21524
ENSG00000156650	PF21524
ENSG00000103510	PF17772
ENSG00000136504	PF17772
ENSG00000172977	PF17772
ENSG00000168303	PF15502.1
ENSG00000124383	PF04006.7
ENSG00000135698	PF10175.4
ENSG00000115204	PF04117.7
ENSG00000156968	PF04117.7
ENSG00000176894	PF04117.7
ENSG00000254858	PF04117.7
ENSG00000170262	PF15183.1
ENSG00000135324	PF15183.1
ENSG00000118242	PF15812.9
ENSG00000179010	PF15155.1
ENSG00000178988	PF15155.1
ENSG00000185787	PF05712.8
ENSG00000005302	PF05712.8
ENSG00000123562	PF05712.8
ENSG00000122783	PF15325.1
ENSG00000161010	PF15749.9
ENSG00000173141	PF14978.1
ENSG00000182154	PF09809.4
ENSG00000185608	PF09812.4
ENSG00000136522	PF06984.8
ENSG00000111639	PF10244.4
ENSG00000175110	PF10245.4
ENSG00000181610	PF10484.4
ENSG00000062582	PF14955.1
ENSG00000125901	PF14943.1
ENSG00000061794	PF10213.4
ENSG00000102738	PF15433.1
ENSG00000198015	PF10210.4
ENSG00000090263	PF08293.6
ENSG00000074071	PF16053.9
ENSG00000147586	PF10246.4
ENSG00000172590	PF18699.5
ENSG00000204822	PF10780.4
ENSG00000118308	PF05781.7
ENSG00000072952	PF05781.7
ENSG00000101109	PF00069
ENSG00000104375	PF00069
ENSG00000145388	PF05063.9
ENSG00000101574	PF05063.9
ENSG00000165819	PF05063.9
ENSG00000172167	PF14920.1
ENSG00000156469	PF02536.9
ENSG00000120832	PF02536.9
ENSG00000127989	PF02536.9
ENSG00000122085	PF02536.9
ENSG00000068697	PF03821.11
ENSG00000104341	PF03821.11
ENSG00000162511	PF03821.11
ENSG00000242114	PF10558.4
ENSG00000116459	PF05405.9
ENSG00000167863	PF05873.7
ENSG00000169550	PF15672.9
ENSG00000198788	PF08742
ENSG00000117983	PF08742
ENSG00000103888	PF15711
ENSG00000160161	PF13620
ENSG00000138615	PF00090
ENSG00000188729	PF11037.3
ENSG00000128585	PF06588.6
ENSG00000243696	PF15682.9
ENSG00000188428	PF14942.1
ENSG00000125356	PF15879.9
ENSG00000096401	PF13921
ENSG00000136449	PF14646.1
ENSG00000116990	PF00010
ENSG00000134323	PF00010
ENSG00000136997	PF00010
ENSG00000120279	PF15179.1
ENSG00000197971	PF01669.12
ENSG00000046653	PF01275.14
ENSG00000150625	PF01275.14
ENSG00000123560	PF01275.14
ENSG00000172428	PF15004.1
ENSG00000186487	PF08474.6
ENSG00000196132	PF08474.6
ENSG00000147488	PF08474.6
ENSG00000169994	PF00063
ENSG00000091536	PF00063
ENSG00000145555	PF18597
ENSG00000137474	PF00063
ENSG00000068137	PF00788
ENSG00000054690	PF00373
ENSG00000147799	PF00620
ENSG00000152527	PF00373
ENSG00000150456	PF10237.4
ENSG00000168228	PF06839
ENSG00000104763	PF02275
ENSG00000138744	PF02275
ENSG00000138386	PF04904
ENSG00000136274	PF19026
ENSG00000145741	PF01849.13
ENSG00000134717	PF01849.13
ENSG00000253506	PF19026
ENSG00000196531	PF19026
ENSG00000239713	PF18782.5
ENSG00000243811	PF18782.5
ENSG00000128394	PF18782.5
ENSG00000244509	PF18782.5
ENSG00000179750	PF18782.5
ENSG00000198786	PF00662.15
ENSG00000198888	PF00146.16
ENSG00000170906	PF14987.1
ENSG00000262242	PF14987.1
ENSG00000263265	PF14987.1
ENSG00000262793	PF14987.1
ENSG00000263286	PF14987.1
ENSG00000261942	PF14987.1
ENSG00000262433	PF14987.1
ENSG00000263333	PF14987.1
ENSG00000261881	PF14987.1
ENSG00000090266	PF14813.1
ENSG00000109390	PF15088.1
ENSG00000183648	PF08040.6
ENSG00000064763	PF03015.14
ENSG00000197601	PF03015.14
ENSG00000152642	PF07479
ENSG00000167588	PF07479
ENSG00000198408	PF07555.8
ENSG00000228927	PF00956.13
ENSG00000184205	PF00956.13
ENSG00000187109	PF00956.13
ENSG00000168757	PF00956.13
ENSG00000233803	PF00956.13
ENSG00000119335	PF00956.13
ENSG00000258992	PF00956.13
ENSG00000186462	PF00956.13
ENSG00000187189	PF00956.13
ENSG00000204118	PF00956.13
ENSG00000180543	PF00956.13
ENSG00000178021	PF00956.13
ENSG00000205531	PF00956.13
ENSG00000189241	PF00956.13
ENSG00000186310	PF00956.13
ENSG00000177432	PF00956.13
ENSG00000105835	PF18127
ENSG00000100678	PF03160
ENSG00000118160	PF03160
ENSG00000188467	PF01699.19
ENSG00000155886	PF01699.19
ENSG00000185052	PF01699.19
ENSG00000183023	PF03160
ENSG00000089060	PF01699.19
ENSG00000074621	PF01699.19
ENSG00000140090	PF01699.19
ENSG00000135740	PF00999.16
ENSG00000164037	PF00999.16
ENSG00000197818	PF00999.16
ENSG00000150403	PF00999.16
ENSG00000066230	PF00999.16
ENSG00000181804	PF00999.16
ENSG00000115616	PF16644
ENSG00000172139	PF00027
ENSG00000065923	PF00999.16
ENSG00000198689	PF00999.16
ENSG00000164038	PF00999.16
ENSG00000180251	PF16644
ENSG00000090020	PF16644
ENSG00000162753	PF00027
ENSG00000129244	PF00287.13
ENSG00000186009	PF00287.13
ENSG00000143153	PF00287.13
ENSG00000069849	PF00287.13
ENSG00000101892	PF00287.13
ENSG00000198569	PF02690.10
ENSG00000157765	PF02690.10
ENSG00000131183	PF02690.10
ENSG00000158296	PF00939.14
ENSG00000141485	PF00939.14
ENSG00000081800	PF00939.14
ENSG00000007216	PF00939.14
ENSG00000262654	PF00939.14
ENSG00000164707	PF00939.14
ENSG00000074356	PF10309.4
ENSG00000166886	PF04904
ENSG00000123338	PF09735.4
ENSG00000061676	PF09735.4
ENSG00000198715	PF15065.1
ENSG00000058804	PF09531.5
ENSG00000080986	PF18077
ENSG00000124920	PF13888
ENSG00000166268	PF13888
ENSG00000184752	PF05071.11
ENSG00000164182	PF05071.11
ENSG00000140990	PF10249.4
ENSG00000168653	PF10200.4
ENSG00000160194	PF15880.9
ENSG00000119013	PF08122.7
ENSG00000065518	PF07225.7
ENSG00000136521	PF09781.4
ENSG00000165264	PF09782.4
ENSG00000099795	PF05676.8
ENSG00000166136	PF05821.6
ENSG00000151366	PF06374.6
ENSG00000164258	PF04800.7
ENSG00000123240	PF18414
ENSG00000073009	PF18414
ENSG00000189362	PF10225.4
ENSG00000166881	PF10225.4
ENSG00000067141	PF13895
ENSG00000187323	PF00041
ENSG00000087460	PF00503
ENSG00000182768	PF06413.6
ENSG00000114646	PF06566
ENSG00000125841	PF14927.1
ENSG00000164841	PF14927.1
ENSG00000152954	PF14927.1
ENSG00000182575	PF06312.7
ENSG00000144815	PF06312.7
ENSG00000095110	PF13839.1
ENSG00000182379	PF06312.7
ENSG00000137634	PF06312.7
ENSG00000204361	PF06312.7
ENSG00000144227	PF06312.7
ENSG00000122584	PF06312.7
ENSG00000166863	PF03823.9
ENSG00000172020	PF10580
ENSG00000214285	PF14993.1
ENSG00000243449	PF15161.1
ENSG00000162992	PF00010
ENSG00000171532	PF00010
ENSG00000164600	PF00010
ENSG00000123307	PF00010
ENSG00000178084	PF02932.11
ENSG00000101204	PF02932.11
ENSG00000129749	PF02932.11
ENSG00000094755	PF02932.11
ENSG00000147432	PF02932.11
ENSG00000166736	PF02932.11
ENSG00000135902	PF02932.11
ENSG00000109158	PF02932.11
ENSG00000145863	PF02932.11
ENSG00000111886	PF02932.11
ENSG00000196811	PF02932.11
ENSG00000175344	PF02932.11
ENSG00000145888	PF02932.11
ENSG00000138435	PF02932.11
ENSG00000160716	PF02932.11
ENSG00000166664	PF02932.11
ENSG00000109738	PF02932.11
ENSG00000145451	PF02932.11
ENSG00000113327	PF02932.11
ENSG00000163288	PF02932.11
ENSG00000149305	PF02932.11
ENSG00000186090	PF02932.11
ENSG00000186919	PF02931.18
ENSG00000182256	PF02932.11
ENSG00000101958	PF02932.11
ENSG00000147434	PF02932.11
ENSG00000117971	PF02932.11
ENSG00000146276	PF02932.11
ENSG00000147402	PF02932.11
ENSG00000011677	PF02932.11
ENSG00000186038	PF02932.11
ENSG00000022355	PF02932.11
ENSG00000102287	PF02932.11
ENSG00000187730	PF02932.11
ENSG00000080644	PF02932.11
ENSG00000151834	PF02932.11
ENSG00000186297	PF02932.11
ENSG00000163285	PF02932.11
ENSG00000170175	PF02932.11
ENSG00000169684	PF02932.11
ENSG00000108556	PF02932.11
ENSG00000166206	PF02932.11
ENSG00000120903	PF02932.11
ENSG00000145864	PF02932.11
ENSG00000174343	PF02932.11
ENSG00000120451	PF00787
ENSG00000135317	PF00615
ENSG00000071189	PF00615
ENSG00000109762	PF00615
ENSG00000165525	PF11923
ENSG00000162736	PF18266
ENSG00000143612	PF07406.6
ENSG00000087303	PF07474
ENSG00000162804	PF00041
ENSG00000145113	PF00094
ENSG00000109927	PF12714
ENSG00000116962	PF07474
ENSG00000175215	PF03031.13
ENSG00000137770	PF03031.13
ENSG00000144677	PF03031.13
ENSG00000175826	PF03031.13
ENSG00000144579	PF03031.13
ENSG00000164332	PF00240
ENSG00000105197	PF03031.13
ENSG00000169599	PF08712
ENSG00000136003	PF01592.11
ENSG00000131669	PF04923.7
ENSG00000171840	PF04923.7
ENSG00000108666	PF15053.1
ENSG00000188580	PF05640.9
ENSG00000084628	PF05640.9
ENSG00000101198	PF05640.9
ENSG00000185942	PF05640.9
ENSG00000189134	PF06047
ENSG00000101882	PF06047
ENSG00000150776	PF15692.9
ENSG00000262506	PF15692.9
ENSG00000183779	PF12402.3
ENSG00000165655	PF12402.3
ENSG00000169251	PF21193
ENSG00000153406	PF05368.8
ENSG00000109255	PF02070.10
ENSG00000160783	PF03980.9
ENSG00000141744	PF01234.12
ENSG00000241644	PF01234.12
ENSG00000166741	PF01234.12
ENSG00000109445	PF06524.7
ENSG00000188976	PF03715.8
ENSG00000173145	PF03914.12
ENSG00000134250	PF00066
ENSG00000266766	PF00066
ENSG00000204301	PF00066
ENSG00000238196	PF00066
ENSG00000223355	PF00066
ENSG00000234876	PF00066
ENSG00000148400	PF00066
ENSG00000074181	PF00066
ENSG00000118733	PF02191.11
ENSG00000105088	PF02191.11
ENSG00000130558	PF02191.11
ENSG00000107937	PF17835
ENSG00000183691	PF05806.7
ENSG00000101361	PF08156
ENSG00000055044	PF08156
ENSG00000105618	PF09785.4
ENSG00000262440	PF09785.4
ENSG00000262553	PF09785.4
ENSG00000263269	PF09785.4
ENSG00000262669	PF09785.4
ENSG00000262203	PF09785.4
ENSG00000262142	PF09785.4
ENSG00000262534	PF09785.4
ENSG00000263133	PF09785.4
ENSG00000182117	PF04135.7
ENSG00000087269	PF04147.7
ENSG00000048162	PF09420.5
ENSG00000256872	PF09805.4
ENSG00000160208	PF05997.7
ENSG00000160214	PF05997.7
ENSG00000105373	PF07767.6
ENSG00000151131	PF15370.1
ENSG00000142207	PF11707.3
ENSG00000088038	PF04153
ENSG00000262369	PF04153
ENSG00000262428	PF04153
ENSG00000262365	PF04153
ENSG00000261980	PF04153
ENSG00000262775	PF04153
ENSG00000263078	PF04153
ENSG00000262272	PF04153
ENSG00000149308	PF15712.9
ENSG00000183979	PF15180.1
ENSG00000183971	PF15180.1
ENSG00000107281	PF06809.6
ENSG00000139574	PF15085.1
ENSG00000196436	PF06409.6
ENSG00000169246	PF06409.6
ENSG00000183426	PF06409.6
ENSG00000182446	PF11543.3
ENSG00000114388	PF06218.6
ENSG00000103148	PF03666.8
ENSG00000110911	PF01566.13
ENSG00000018280	PF01566.13
ENSG00000119720	PF08424.5
ENSG00000106459	PF10491.4
ENSG00000180530	PF15690.9
ENSG00000169297	PF00104
ENSG00000213024	PF05064.8
ENSG00000198088	PF05064.8
ENSG00000125458	PF06941.7
ENSG00000205309	PF06941.7
ENSG00000185652	PF00243
ENSG00000164244	PF01931.13
ENSG00000070785	PF00483.18
ENSG00000144591	PF00483.18
ENSG00000173540	PF00483.18
ENSG00000156795	PF09764.4
ENSG00000163875	PF09340.5
ENSG00000110713	PF12110
ENSG00000069248	PF03177.18
ENSG00000139496	PF15967.9
ENSG00000125450	PF07575.8
ENSG00000164638	PF01733.13
ENSG00000174669	PF01733.13
ENSG00000112759	PF01733.13
ENSG00000198246	PF01733.13
ENSG00000156222	PF07670
ENSG00000137860	PF07670
ENSG00000197506	PF07670
ENSG00000143171	PF00105
ENSG00000186350	PF00105
ENSG00000138459	PF04142.10
ENSG00000102100	PF04142.10
ENSG00000117620	PF04142.10
ENSG00000176087	PF04142.10
ENSG00000164414	PF04142.10
ENSG00000090273	PF16273
ENSG00000015676	PF04969
ENSG00000072864	PF04880.8
ENSG00000166579	PF04880.8
ENSG00000143228	PF03800.9
ENSG00000083635	PF12171.3
ENSG00000108256	PF15293.1
ENSG00000133961	PF00640
ENSG00000105245	PF00640
ENSG00000124789	PF10599
ENSG00000111581	PF04121.8
ENSG00000137804	PF16006.9
ENSG00000184507	PF12882.2
ENSG00000188199	PF12882.2
ENSG00000214562	PF12882.2
ENSG00000228570	PF12882.2
ENSG00000130950	PF12882.2
ENSG00000184923	PF12882.2
ENSG00000188152	PF12882.2
ENSG00000166924	PF15439.1
ENSG00000041515	PF00063
ENSG00000144460	PF15439.1
ENSG00000144962	PF15015.1
ENSG00000157856	PF14775
ENSG00000139537	PF14772.1
ENSG00000157045	PF14736.1
ENSG00000101346	PF10250.4
ENSG00000186866	PF10250.4
ENSG00000184232	PF14941.1
ENSG00000176463	PF07648
ENSG00000205359	PF07648
ENSG00000111700	PF07648
ENSG00000174640	PF07648
ENSG00000137571	PF07648
ENSG00000134538	PF07648
ENSG00000137491	PF03137.15
ENSG00000139155	PF07648
ENSG00000101187	PF07648
ENSG00000084453	PF07648
ENSG00000205754	PF07648
ENSG00000173930	PF07648
ENSG00000235162	PF15506.1
ENSG00000103316	PF02423.10
ENSG00000145247	PF07051.6
ENSG00000109180	PF07051.6
ENSG00000054148	PF05005.10
ENSG00000101850	PF02101.10
ENSG00000109205	PF15424.1
ENSG00000174792	PF15848.9
ENSG00000180304	PF02100.12
ENSG00000143450	PF02100.12
ENSG00000104904	PF02100.12
ENSG00000157181	PF14778.1
ENSG00000091831	PF12743
ENSG00000181355	PF15680.9
ENSG00000060491	PF04664.8
ENSG00000119900	PF04664.8
ENSG00000114026	PF00730
ENSG00000254550	PF06554.7
ENSG00000261941	PF06554.7
ENSG00000125741	PF07047.7
ENSG00000101327	PF01160.13
ENSG00000168081	PF01160.13
ENSG00000181195	PF01160.13
ENSG00000160991	PF07856.7
ENSG00000175938	PF07856.7
ENSG00000182500	PF07856.7
ENSG00000115942	PF04084.9
ENSG00000135336	PF18137
ENSG00000115947	PF13191
ENSG00000091651	PF05460.8
ENSG00000161610	PF02072.10
ENSG00000172057	PF04061.9
ENSG00000128699	PF04061.9
ENSG00000123353	PF04061.9
ENSG00000241837	PF00213.13
ENSG00000116885	PF10188.4
ENSG00000104723	PF04756.8
ENSG00000102158	PF04756.8
ENSG00000198856	PF04756.8
ENSG00000228474	PF10215.4
ENSG00000134825	PF05251.7
ENSG00000118785	PF00865.13
ENSG00000081087	PF09777.4
ENSG00000163982	PF03189.8
ENSG00000183034	PF03189.8
ENSG00000182938	PF03189.8
ENSG00000178602	PF15182.1
ENSG00000175073	PF19437
ENSG00000189401	PF02338.14
ENSG00000180667	PF21403
ENSG00000169914	PF02338.14
ENSG00000019995	PF00641
ENSG00000101901	PF04101
ENSG00000169918	PF02338.14
ENSG00000165312	PF02338.14
ENSG00000164164	PF02338.14
ENSG00000118503	PF02338.14
ENSG00000068308	PF02338.14
ENSG00000155100	PF02338.14
ENSG00000163113	PF14555
ENSG00000204237	PF09791.4
ENSG00000215883	PF00970
ENSG00000212907	PF00420.19
ENSG00000198695	PF00499.15
ENSG00000198840	PF00507.14
ENSG00000198886	PF01059.12
ENSG00000115286	PF01058.17
ENSG00000117859	PF00169
ENSG00000006025	PF15409
ENSG00000021762	PF00169
ENSG00000184792	PF00169
ENSG00000144909	PF00169
ENSG00000091039	PF00169
ENSG00000079156	PF15409
ENSG00000141447	PF12796.2
ENSG00000070882	PF15409
ENSG00000130703	PF01237.13
ENSG00000144645	PF15409
ENSG00000110048	PF00169
ENSG00000163344	PF04275.9
ENSG00000147889	PF07392.7
ENSG00000111229	PF04062.9
ENSG00000187848	PF00864.14
ENSG00000135124	PF00864.14
ENSG00000089041	PF20478
ENSG00000108405	PF00864.14
ENSG00000109991	PF00864.14
ENSG00000083454	PF00864.14
ENSG00000099957	PF00864.14
ENSG00000124688	PF06581.7
ENSG00000122203	PF15302.1
ENSG00000163466	PF04045.9
ENSG00000122884	PF13640
ENSG00000072682	PF13640
ENSG00000149380	PF13640
ENSG00000175274	PF14936.1
ENSG00000138600	PF02225.17
ENSG00000106327	PF02225.17
ENSG00000170153	PF13639
ENSG00000235631	PF13639
ENSG00000108523	PF13639
ENSG00000188050	PF13639
ENSG00000113269	PF13639
ENSG00000072274	PF04253
ENSG00000077616	PF04253
ENSG00000168060	PF04253
ENSG00000163162	PF13639
ENSG00000082996	PF13639
ENSG00000105428	PF13639
ENSG00000116406	PF02225.17
ENSG00000133135	PF13639
ENSG00000135617	PF02225.17
ENSG00000185294	PF02225.17
ENSG00000086205	PF04253
ENSG00000130766	PF04636.8
ENSG00000149212	PF04636.8
ENSG00000080546	PF04636.8
ENSG00000100911	PF02251.13
ENSG00000092010	PF02251.13
ENSG00000131467	PF02251.13
ENSG00000119965	PF14958.1
ENSG00000101104	PF00076
ENSG00000090621	PF00076
ENSG00000070756	PF00076
ENSG00000151846	PF00076
ENSG00000104517	PF11547
ENSG00000183527	PF16094.9
ENSG00000128789	PF09754.4
ENSG00000157778	PF10178.4
ENSG00000180822	PF16093.9
ENSG00000175115	PF10254.4
ENSG00000179364	PF10254.4
ENSG00000142623	PF08527
ENSG00000142619	PF08527
ENSG00000117115	PF08527
ENSG00000159339	PF08527
ENSG00000185269	PF03283.8
ENSG00000006712	PF03985.8
ENSG00000076641	PF15347.1
ENSG00000139410	PF00291.20
ENSG00000135094	PF00291.20
