gene_id	gene_symbol	pseudo_gene_status
8458	TTF2	0
8459	TPST2	1
8460	TPST1	0
8462	KLF11	0
8463	TEAD2	0
8464	SUPT3H	0
8467	SMARCA5	1
8468	FKBP6	1
8470	SORBS2	0
8471	IRS4	0
8473	OGT	0
8476	CDC42BPA	0
8477	GPR65	0
8479	HIRIP3	0
8480	RAE1	0
8481	OFD1	1
8482	SEMA7A	0
8483	CILP	0
8484	GALR3	0
8487	GEMIN2	0
8490	RGS5	0
8491	MAP4K3	0
8492	PRSS12	0
8493	PPM1D	0
8495	PPFIBP2	0
8496	PPFIBP1	0
8497	PPFIA4	0
8498	RANBP3	0
8499	PPFIA2	0
8500	PPFIA1	1
8501	SLC43A1	0
8502	PKP4	1
8503	PIK3R3	0
8504	PEX3	0
8505	PARG	1
8506	CNTNAP1	0
8507	ENC1	0
8508	NIPSNAP1	1
8509	NDST2	0
8510	MMP23B	1
8513	LIPF	0
8514	KCNAB2	0
8515	ITGA10	0
8516	ITGA8	0
8517	IKBKG	1
8518	ELP1	0
8519	IFITM1	0
8520	HAT1	0
8521	GCM1	1
8522	GAS7	0
8525	DGKZ	1
8526	DGKE	0
8527	DGKD	0
8528	DDO	0
8529	CYP4F2	1
8530	CST7	0
8531	YBX3	1
8532	CPZ	0
8533	COPS3	1
8534	CHST1	0
8535	CBX4	0
8536	CAMK1	0
8537	BCAS1	0
8538	BARX2	0
8539	API5	1
8540	AGPS	0
8541	PPFIA3	0
8542	APOL1	0
8543	LMO4	0
8544	PIR	0
8545	CGGBP1	0
8546	AP3B1	0
8547	FCN3	0
8548	BLZF1	1
8549	LGR5	0
8550	MAPKAPK5	1
8553	BHLHE40	0
8554	PIAS1	0
8555	CDC14B	1
8556	CDC14A	0
8557	TCAP	0
8558	CDK10	0
8559	PRPF18	0
8560	DEGS1	1
8562	DENR	1
8563	THOC5	0
8564	KMO	0
8565	YARS1	0
8566	PDXK	0
8567	MADD	0
8568	RRP1	0
8569	MKNK1	0
8570	KHSRP	1
8572	PDLIM4	0
8573	CASK	1
8574	AKR7A2	1
8575	PRKRA	1
8576	STK16	1
8577	TMEFF1	0
8578	SCARF1	0
8581	LY6D	0
8590	OR6A2	0
8594	OR5D3P	0
8600	TNFSF11	0
8601	RGS20	0
8602	NOP14	0
8603	FAM193A	0
8604	SLC25A12	0
8605	PLA2G4C	0
8607	RUVBL1	0
8608	RDH16	1
8609	KLF7	1
8611	PLPP1	0
8612	PLPP2	0
8613	PLPP3	0
8614	STC2	0
8615	USO1	0
8618	CADPS	0
8620	NPFF	0
8621	CDK13	0
8622	PDE8B	1
8623	ASMTL	0
8624	PSMG1	0
8625	RFXANK	0
8626	TP63	0
8629	JRK	0
8630	HSD17B6	0
8631	SKAP1	0
8632	DNAH17	0
8633	UNC5C	0
8634	RTCA	0
8635	RNASET2	1
8636	SSNA1	0
8637	EIF4EBP3	0
8638	OASL	0
8639	AOC3	1
8641	PCDHGB4	0
8642	DCHS1	0
8643	PTCH2	0
8644	AKR1C3	0
8645	KCNK5	0
8646	CHRD	0
8647	ABCB11	0
8648	NCOA1	0
8649	LAMTOR3	1
8650	NUMB	0
8651	SOCS1	0
8653	DDX3Y	1
8654	PDE5A	0
8655	DYNLL1	1
8658	TNKS	0
8659	ALDH4A1	0
8660	IRS2	0
8661	EIF3A	0
8662	EIF3B	0
8663	EIF3C	0
8664	EIF3D	0
8665	EIF3F	1
8666	EIF3G	0
8667	EIF3H	0
8668	EIF3I	1
8669	EIF3J	1
8671	SLC4A4	0
8672	EIF4G3	0
8673	VAMP8	0
8674	VAMP4	0
8675	STX16	0
8676	STX11	0
8677	STX10	0
8678	BECN1	1
8682	PEA15	0
8683	SRSF9	1
8685	MARCO	0
8687	KRT38	1
8688	KRT37	1
8689	KRT36	0
8690	JRKL	0
8692	HYAL2	0
8693	GALNT4	0
8694	DGAT1	0
8697	CDC23	0
8698	S1PR4	0
8701	DNAH11	0
8702	B4GALT4	0
8703	B4GALT3	0
8704	B4GALT2	0
8705	B3GALT4	0
8706	B3GALNT1	1
8707	B3GALT2	0
8708	B3GALT1	0
8710	SERPINB7	0
8711	TNK1	0
8712	PAGE1	0
8714	ABCC3	0
8715	NOL4	0
8717	TRADD	0
8718	TNFRSF25	0
8720	MBTPS1	0
8721	EDF1	0
8722	CTSF	0
8723	SNX4	0
8724	SNX3	1
8725	URI1	1
8726	EED	1
8727	CTNNAL1	0
8728	ADAM19	0
8729	GBF1	0
8731	RNMT	0
8732	RNGTT	1
8733	GPAA1	1
8735	MYH13	0
8736	MYOM1	0
8737	RIPK1	0
8738	CRADD	1
8739	HRK	0
8740	TNFSF14	0
8741	TNFSF13	0
8742	TNFSF12	0
8743	TNFSF10	0
8744	TNFSF9	0
8745	ADAM23	0
8747	ADAM21	1
8748	ADAM20	1
8749	ADAM18	1
8751	ADAM15	0
8754	ADAM9	0
8756	ADAM7	0
8760	CDS2	0
8761	PABPC4	1
8763	CD164	0
8764	TNFRSF14	0
8766	RAB11A	1
8767	RIPK2	0
8771	TNFRSF6B	0
8772	FADD	0
8773	SNAP23	1
8774	NAPG	1
8775	NAPA	0
8776	MTMR1	0
8777	MPDZ	0
8778	SIGLEC5	0
8780	RIOK3	1
8784	TNFRSF18	0
8785	MATN4	0
8786	RGS11	0
8787	RGS9	0
8788	DLK1	0
8789	FBP2	1
8790	FPGT	0
8792	TNFRSF11A	0
8793	TNFRSF10D	1
8794	TNFRSF10C	0
8795	TNFRSF10B	0
8796	SCEL	0
8797	TNFRSF10A	0
8798	DYRK4	0
8799	PEX11B	0
8800	PEX11A	0
8801	SUCLG2	1
8802	SUCLG1	0
8803	SUCLA2	1
8804	CREG1	0
8805	TRIM24	0
8807	IL18RAP	0
8808	IL1RL2	0
8809	IL18R1	0
8811	GALR2	0
8812	CCNK	0
8813	DPM1	0
8814	CDKL1	0
8815	BANF1	1
8816	DCAF5	0
8817	FGF18	0
8818	DPM2	0
8819	SAP30	1
8820	HESX1	0
8821	INPP4B	0
8822	FGF17	0
8823	FGF16	0
8824	CES2	0
8825	LIN7A	0
8826	IQGAP1	0
8828	NRP2	0
8829	NRP1	0
8831	SYNGAP1	0
8832	CD84	1
8833	GMPS	1
8834	TMEM11	0
8835	SOCS2	1
8836	GGH	0
8837	CFLAR	0
8838	CCN6	0
8839	CCN5	0
8840	CCN4	0
8841	HDAC3	0
8842	PROM1	0
8843	HCAR3	0
8844	KSR1	1
8846	ALKBH1	0
8848	TSC22D1	0
8850	KAT2B	1
8851	CDK5R1	0
8852	AKAP4	0
8853	ASAP2	0
8854	ALDH1A2	0
8856	NR1I2	0
8857	FCGBP	1
8858	PROZ	0
8859	STK19	1
8861	LDB1	0
8862	APLN	0
8863	PER3	1
8864	PER2	0
8867	SYNJ1	0
8869	ST3GAL5	1
8870	IER3	0
8871	SYNJ2	0
8872	CDC123	0
8874	ARHGEF7	0
8875	VNN2	0
8876	VNN1	0
8877	SPHK1	0
8878	SQSTM1	1
8879	SGPL1	0
8880	FUBP1	0
8881	CDC16	0
8882	ZPR1	1
8883	NAE1	1
8884	SLC5A6	0
8886	DDX18	1
8887	TAX1BP1	0
8888	MCM3AP	0
8890	EIF2B4	0
8891	EIF2B3	0
8892	EIF2B2	0
8893	EIF2B5	0
8894	EIF2S2	1
8895	CPNE3	0
8896	BUD31	1
8897	MTMR3	0
8898	MTMR2	0
8900	CCNA1	0
8904	CPNE1	0
8905	AP1S2	1
8906	AP1G2	0
8907	AP1M1	0
8908	GYG2	1
8909	ENDOU	0
8910	SGCE	1
8911	CACNA1I	0
8912	CACNA1H	0
8913	CACNA1G	0
8914	TIMELESS	0
8915	BCL10	0
8916	HERC3	0
8924	HERC2	1
8925	HERC1	0
8926	SNURF	0
8927	BSN	0
8928	FOXH1	1
8929	PHOX2B	0
8930	MBD4	0
8932	MBD2	0
8933	RTL8C	0
8934	RAB29	0
8935	SKAP2	0
8936	WASF1	1
8938	BAIAP3	0
8939	FUBP3	0
8940	TOP3B	1
8941	CDK5R2	0
8942	KYNU	1
8943	AP3D1	0
8945	BTRC	1
8968	H3C7	0
8969	H2AC11	0
8970	H2BC11	1
8971	H1-10	0
8972	MGAM	0
8973	CHRNA6	0
8974	P4HA2	0
8975	USP13	0
8976	WASL	0
8985	PLOD3	0
8986	RPS6KA4	0
8987	STBD1	1
8988	HSPB3	0
8989	TRPA1	1
8991	SELENBP1	0
8992	ATP6V0E1	1
8993	PGLYRP1	0
8994	LIMD1	0
8995	TNFSF18	0
8996	NOL3	0
8997	KALRN	0
8999	CDKL2	0
9001	HAP1	0
9002	F2RL3	0
9013	TAF1C	0
9014	TAF1B	0
9015	TAF1A	0
9016	SLC25A14	1
9019	MPZL1	1
9020	MAP3K14	0
9021	SOCS3	0
9022	CLIC3	0
9023	CH25H	0
9024	BRSK2	0
9025	RNF8	0
9026	HIP1R	0
9027	NAT8	1
9028	RHBDL1	0
9031	BAZ1B	0
9032	TM4SF5	0
9033	PKD2L1	0
9034	CCRL2	0
9037	SEMA5A	1
9038	TAAR5	0
9039	UBA3	0
9040	UBE2M	1
9043	SPAG9	0
9044	BTAF1	0
9045	RPL14	1
9046	DOK2	0
9047	SH2D2A	0
9048	ARTN	0
9049	AIP	0
9050	PSTPIP2	0
9051	PSTPIP1	0
9052	GPRC5A	0
9053	MAP7	0
9054	NFS1	0
9055	PRC1	0
9056	SLC7A7	0
9057	SLC7A6	0
9058	SLC13A2	0
9060	PAPSS2	0
9061	PAPSS1	0
9063	PIAS2	1
9064	MAP3K6	0
9066	SYT7	0
9068	ANGPTL1	0
9069	CLDN12	0
9070	ASH2L	1
9071	CLDN10	0
9073	CLDN8	0
9074	CLDN6	1
9075	CLDN2	0
9076	CLDN1	0
9077	DIRAS3	0
9079	LDB2	0
9080	CLDN9	0
9081	PRY	1
9083	BPY2	1
9084	VCY	0
9085	CDY1	1
9086	EIF1AY	0
9087	TMSB4Y	0
9088	PKMYT1	0
9091	PIGQ	1
9092	SART1	0
9093	DNAJA3	0
9094	UNC119	0
9095	TBX19	0
9096	TBX18	0
9097	USP14	0
9098	USP6	1
9099	USP2	0
9100	USP10	1
9101	USP8	1
9104	RGN	0
9107	MTMR6	0
9108	MTMR7	1
9110	MTMR4	0
9111	NMI	0
9112	MTA1	0
9113	LATS1	0
9114	ATP6V0D1	0
9117	SEC22C	0
9118	INA	0
9119	KRT75	0
9120	SLC16A6	1
9121	SLC16A5	0
9122	SLC16A4	0
9123	SLC16A3	0
9124	PDLIM1	1
9125	CNOT9	0
9126	SMC3	1
9127	P2RX6	1
9128	PRPF4	0
9129	PRPF3	1
9130	FAM50A	0
9131	AIFM1	1
9132	KCNQ4	0
9133	CCNB2	1
9134	CCNE2	0
9135	RABEP1	0
9136	RRP9	0
9138	ARHGEF1	0
9139	CBFA2T2	0
9140	ATG12	1
9141	PDCD5	1
9143	SYNGR3	0
9144	SYNGR2	1
9145	SYNGR1	0
9146	HGS	0
9147	NEMF	0
9148	NEURL1	0
9149	DYRK1B	0
9150	CTDP1	0
9152	SLC6A5	0
9153	SLC28A2	0
9154	SLC28A1	0
9156	EXO1	0
9158	FIBP	0
9159	PCSK7	1
9162	DGKI	0
9166	EBAG9	1
9167	COX7A2L	1
9168	TMSB10	1
9169	SCAF11	0
9170	LPAR2	0
9172	MYOM2	0
9173	IL1RL1	0
9175	MAP3K13	0
9177	HTR3B	0
9179	AP4M1	0
9180	OSMR	0
9181	ARHGEF2	0
9182	RASSF9	0
9183	ZW10	0
9184	BUB3	1
9185	REPS2	0
9187	SLC24A1	0
9188	DDX21	0
9189	ZBED1	1
9191	DEDD	0
9194	SLC16A7	0
9196	KCNAB3	0
9197	SLC33A1	0
9200	HACD1	0
9201	DCLK1	0
9202	ZMYM4	1
9203	ZMYM3	0
9204	ZMYM6	0
9205	ZMYM5	0
9208	LRRFIP1	0
9209	LRRFIP2	1
9210	BMP15	0
9211	LGI1	0
9212	AURKB	1
9213	XPR1	0
9214	FCMR	0
9215	LARGE1	0
9217	VAPB	0
9218	VAPA	0
9219	MTA2	0
9221	NOLC1	1
9223	MAGI1	0
9227	LRAT	0
9228	DLGAP2	0
9229	DLGAP1	0
9230	RAB11B	0
9231	DLG5	0
9232	PTTG1	1
9235	IL32	0
9236	CCPG1	0
9238	TBRG4	0
9240	PNMA1	0
9241	NOG	0
9242	MSC	0
9244	CRLF1	0
9245	GCNT3	0
9246	UBE2L6	0
9247	GCM2	0
9248	GPR50	0
9249	DHRS3	0
9252	RPS6KA5	0
9253	NUMBL	0
9254	CACNA2D2	0
9255	AIMP1	1
9256	TSPOAP1	0
9258	MFHAS1	0
9260	PDLIM7	1
9261	MAPKAPK2	1
9262	STK17B	0
9263	STK17A	0
9265	CYTH3	0
9266	CYTH2	0
9267	CYTH1	1
9270	ITGB1BP1	1
9271	PIWIL1	0
9274	BCL7C	0
9275	BCL7B	0
9276	COPB2	0
9277	WDR46	0
9278	ZBTB22	0
9282	MED14	1
9283	GPR37L1	0
9284	NPIPA1	0
9287	TAAR2	0
9289	ADGRG1	0
9290	GPR55	0
9293	GPR52	0
9294	S1PR2	0
9295	SRSF11	1
9296	ATP6V1F	0
9306	SOCS6	1
9308	CD83	1
9310	ZNF235	0
9311	ASIC3	0
9312	KCNB2	0
9313	MMP20	0
9314	KLF4	1
9315	NREP	1
9317	PTER	0
9318	COPS2	1
9319	TRIP13	1
9320	TRIP12	0
9321	TRIP11	1
9322	TRIP10	0
9324	HMGN3	1
9325	TRIP4	1
9326	ZNHIT3	0
9328	GTF3C5	0
9329	GTF3C4	0
9330	GTF3C3	0
9331	B4GALT6	0
9332	CD163	0
9333	TGM5	0
9334	B4GALT5	0
9337	CNOT8	0
9338	TCEAL1	0
9340	GLP2R	0
9341	VAMP3	0
9342	SNAP29	0
9343	EFTUD2	0
9344	TAOK2	0
9348	NDST3	0
9349	RPL23	1
9350	CER1	0
9351	NHERF2	0
9352	TXNL1	1
9353	SLIT2	0
9354	UBE4A	1
9355	LHX2	0
9356	SLC22A6	0
9358	ITGBL1	0
9360	PPIG	1
9361	LONP1	0
9362	CPNE6	0
9363	RAB33A	0
9364	RAB28	1
9365	KL	0
9367	RAB9A	1
9368	NHERF1	0
9369	NRXN3	0
9370	ADIPOQ	0
9371	KIF3B	0
9372	ZFYVE9	1
9373	PLAA	0
9374	PPT2	0
9375	TM9SF2	1
9376	SLC22A8	0
9377	COX5A	1
9378	NRXN1	0
9379	NRXN2	0
9380	GRHPR	0
9381	OTOF	0
9382	COG1	1
9388	LIPG	0
9389	SLC22A14	0
9390	SLC22A13	0
9391	CIAO1	0
9392	TGFBRAP1	0
9394	HS6ST1	1
9397	NMT2	0
9398	CD101	0
9399	STOML1	0
9400	RECQL5	0
9401	RECQL4	0
9402	GRAP2	0
9403	SELENOF	0
9404	LPXN	0
9406	ZRANB2	0
9407	TMPRSS11D	0
9409	PEX16	0
9410	SNRNP40	1
9411	ARHGAP29	0
9412	MED21	1
9413	ENTREP1	0
9414	TJP2	0
9415	FADS2	1
9416	DDX23	1
9419	CRIPT	0
9420	CYP7B1	0
9421	HAND1	0
9422	ZNF264	0
9423	NTN1	0
9424	KCNK6	0
9425	CDYL	1
9426	CDY2A	0
9427	ECEL1	1
9429	ABCG2	1
9435	CHST2	0
9436	NCR2	0
9437	NCR1	1
9439	MED23	0
9440	MED17	0
9441	MED26	0
9442	MED27	1
9443	MED7	0
9444	QKI	0
9445	ITM2B	1
9446	GSTO1	1
9447	AIM2	0
9448	MAP4K4	0
9450	LY86	0
9451	EIF2AK3	0
9452	ITM2A	0
9453	GGPS1	0
9454	HOMER3	0
9455	HOMER2	1
9456	HOMER1	0
9457	FHL5	0
9459	ARHGEF6	0
9462	RASAL2	0
9463	PICK1	0
9464	HAND2	0
9465	AKAP7	0
9466	IL27RA	0
9467	SH3BP5	0
9468	PCYT1B	0
9469	CHST3	0
9470	EIF4E2	1
9472	AKAP6	0
9473	THEMIS2	0
9474	ATG5	0
9475	ROCK2	0
9476	NAPSA	1
9477	MED20	0
9478	CABP1	0
9479	MAPK8IP1	1
9480	ONECUT2	0
9481	SLC25A27	0
9482	STX8	1
9486	CHST10	0
9487	PIGL	0
9488	PIGB	0
9489	PGS1	0
9491	PSMF1	0
9493	KIF23	1
9495	AKAP5	0
9496	TBX4	0
9497	SLC4A7	0
9498	SLC4A8	1
9499	MYOT	0
9500	MAGED1	0
9501	RPH3AL	0
9502	XAGE2	0
9506	PAGE4	1
9507	ADAMTS4	0
9508	ADAMTS3	0
9509	ADAMTS2	0
9510	ADAMTS1	0
9512	PMPCB	0
9513	FXR2	0
9514	GAL3ST1	1
9515	STXBP5L	0
9516	LITAF	0
9517	SPTLC2	1
9518	GDF15	0
9519	TBPL1	1
9520	NPEPPS	1
9521	EEF1E1	1
9522	SCAMP1	1
9524	TECR	1
9525	VPS4B	0
9526	MPDU1	0
9527	GOSR1	0
9528	TMEM59	0
9529	BAG5	0
9530	BAG4	1
9531	BAG3	0
9532	BAG2	0
9533	POLR1C	0
9534	ZNF254	1
9535	GMFG	0
9536	PTGES	0
9537	TP53I11	0
9538	EI24	1
9540	TP53I3	0
9541	CIR1	1
9542	NRG2	0
9543	IGDCC3	1
9545	RAB3D	0
9546	APBA3	0
9547	CXCL14	0
9550	ATP6V1G1	1
9551	ATP5MF	1
9552	SPAG7	0
9553	MRPL33	0
9554	SEC22B	0
9555	MACROH2A1	0
9556	ATP5MJ	1
9557	CHD1L	0
9559	VPS26A	1
9560	CCL4L2	0
9562	MINPP1	0
9563	H6PD	0
9564	BCAR1	1
9567	GTPBP1	0
9568	GABBR2	0
9569	GTF2IRD1	1
9570	GOSR2	1
9572	NR1D1	0
9573	GDF3	0
9575	CLOCK	0
9576	SPAG6	0
9577	BABAM2	0
9578	CDC42BPB	1
9580	SOX13	0
9581	PREPL	0
9582	APOBEC3B	0
9583	ENTPD4	0
9584	RBM39	1
9585	KIF20B	1
9586	CREB5	0
9587	MAD2L1BP	0
9588	PRDX6	1
9589	WTAP	1
9590	AKAP12	0
9592	IER2	0
9595	CYTIP	0
9596	OR1R1P	0
9600	PITPNM1	0
9601	PDIA4	0
9603	NFE2L3	1
9604	RNF14	1
9605	VPS9D1	0
9607	CARTPT	0
9609	RAB36	0
9610	RIN1	0
9611	NCOR1	1
9612	NCOR2	0
9615	GDA	0
9616	RNF7	1
9617	MTRF1	0
9618	TRAF4	1
9619	ABCG1	0
9620	CELSR1	1
9622	KLK4	0
9623	TCL1B	0
9625	AATK	0
9626	GUCA1C	0
9627	SNCAIP	0
9628	RGS6	0
9630	GNA14	0
9631	NUP155	1
9632	SEC24C	0
9633	TESMIN	0
9635	CLCA2	0
9636	ISG15	0
9637	FEZ2	0
9638	FEZ1	0
9639	ARHGEF10	0
9640	ZNF592	1
9641	IKBKE	0
9643	MORF4L2	1
9644	SH3PXD2A	0
9645	MICAL2	0
9646	CTR9	0
9647	PPM1F	0
9648	GCC2	0
9649	RALGPS1	0
9650	MTFR1	1
9651	PLCH2	0
9652	SKIC3	0
9653	HS2ST1	0
9654	TTLL4	0
9655	SOCS5	1
9656	MDC1	0
9657	IQCB1	1
9658	ZNF516	0
9659	PDE4DIP	1
9662	CEP135	0
9663	LPIN2	0
9665	MARF1	0
9666	DZIP3	0
9667	SAFB2	0
9668	ZNF432	0
9669	EIF5B	0
9670	IPO13	0
9671	WSCD2	0
9672	SDC3	0
9673	SLC25A44	0
9674	KIAA0040	0
9675	TTI1	0
9677	PPIP5K1	1
9678	PHF14	0
9679	FAM53B	0
9681	DEPDC5	0
9682	KDM4A	0
9683	N4BP1	0
9684	LRRC14	1
9685	CLINT1	0
9686	VGLL4	0
9687	GREB1	0
9688	NUP93	0
9689	BZW1	1
9690	UBE3C	0
9692	PRORP	0
9693	RAPGEF2	0
9694	EMC2	0
9695	EDEM1	0
9696	CROCC	1
9697	TRAM2	0
9698	PUM1	0
9699	RIMS2	0
9700	ESPL1	0
9701	PPP6R2	1
9702	CEP57	1
9703	BLTP2	0
9704	DHX34	0
9705	ST18	0
9706	ULK2	0
9708	PCDHGA8	0
9709	HERPUD1	0
9710	GARRE1	0
9711	RUBCN	0
9712	USP6NL	0
9715	FAM131B	0
9716	AQR	0
9717	SEC14L5	0
9718	ECE2	0
9719	ADAMTSL2	0
9720	CCDC144A	1
9721	GPRIN2	0
9722	NOS1AP	0
9723	SEMA3E	0
9724	UTP14C	0
9725	TMEM63A	0
9726	ZNF646	1
9727	RAB11FIP3	0
9728	SECISBP2L	0
9729	KIAA0408	0
9730	DCAF1	0
9731	CEP104	0
9732	DOCK4	0
9733	SART3	0
9734	HDAC9	0
9735	KNTC1	0
9736	USP34	0
9737	GPRASP1	0
9738	CCP110	0
9739	SETD1A	0
9741	LAPTM4A	0
9742	IFT140	0
9743	ARHGAP32	0
9744	ACAP1	0
9745	ZNF536	0
9746	CLSTN3	0
9747	TCAF1	1
9748	SLK	0
9749	PHACTR2	1
9750	RIPOR2	0
9751	SNPH	0
9752	PCDHA9	0
9753	ZSCAN12	1
9754	STARD8	0
9755	TBKBP1	0
9757	KMT2B	0
9758	FRMPD4	0
9759	HDAC4	0
9760	TOX	0
9761	MLEC	1
9762	LZTS3	0
9764	KIAA0513	0
9765	ZFYVE16	0
9766	SUSD6	0
9767	JADE3	0
9768	PCLAF	0
9770	RASSF2	0
9771	RAPGEF5	0
9772	TMEM94	0
9774	BCLAF1	1
9775	EIF4A3	1
9776	ATG13	0
9777	TM9SF4	0
9778	KIAA0232	0
9779	TBC1D5	0
9780	PIEZO1	1
9781	RNF144A	0
9782	MATR3	1
9783	RIMS3	0
9784	SNX17	0
9785	DHX38	0
9786	KIAA0586	0
9787	DLGAP5	1
9788	MTSS1	0
9789	SPCS2	1
9790	BMS1	1
9791	PTDSS1	0
9792	SERTAD2	0
9793	CKAP5	0
9794	MAML1	0
9796	PHYHIP	0
9797	TATDN2	1
9798	IST1	1
9801	MRPL19	1
9802	DAZAP2	1
9804	TOMM20	1
9805	SCRN1	0
9806	SPOCK2	0
9807	IP6K1	0
9810	RNF40	0
9811	CTIF	0
9812	DELE1	0
9813	EFCAB14	1
9814	SFI1	0
9815	GIT2	0
9816	URB2	0
9817	KEAP1	0
9818	NUP58	1
9819	TSC22D2	0
9820	CUL7	0
9821	RB1CC1	1
9823	ARMCX2	1
9824	ARHGAP11A	0
9825	SPATA2	1
9826	ARHGEF11	0
9827	RGP1	0
9828	ARHGEF17	0
9829	DNAJC6	0
9830	TRIM14	0
9831	ZNF623	0
9832	JAKMIP2	0
9833	MELK	0
9836	LCMT2	0
9837	GINS1	0
9839	ZEB2	1
9840	TESPA1	0
9841	ZBTB24	0
9842	PLEKHM1	1
9843	HEPH	0
9844	ELMO1	0
9846	GAB2	0
9847	C2CD5	0
9848	MFAP3L	0
9849	ZNF518A	0
9851	KIAA0753	0
9852	EPM2AIP1	0
9853	RUSC2	0
9854	C2CD2L	0
9855	FARP2	0
9856	KIAA0319	0
9857	CEP350	0
9858	PPP1R26	1
9859	CEP170	1
9860	LRIG2	0
9861	PSMD6	0
9862	MED24	0
9863	MAGI2	0
9865	TRIL	0
9866	TRIM66	0
9867	PJA2	0
9868	TOMM70	0
9869	SETDB1	0
9870	AREL1	0
9871	SEC24D	0
9873	FCHSD2	0
9874	TLK1	1
9875	URB1	0
9877	ZC3H11A	0
9878	TOX4	1
9879	DDX46	0
9880	ZBTB39	0
9881	TRANK1	0
9882	TBC1D4	0
9883	POM121	1
9884	LRRC37A	1
9885	OSBPL2	0
9886	RHOBTB1	0
9887	SMG7	0
9889	ZBED4	0
9890	PLPPR4	0
9891	NUAK1	0
9892	SNAP91	0
9894	TELO2	0
9895	TECPR2	0
9896	FIG4	0
9897	WASHC5	0
9898	UBAP2L	0
9899	SV2B	0
9900	SV2A	0
9901	SRGAP3	0
9902	MRC2	0
9903	KLHL21	0
9904	RBM19	0
9905	SGSM2	0
9907	AP5Z1	0
9908	G3BP2	0
9909	DENND4B	0
9910	RABGAP1L	0
9911	TMCC2	0
9912	ARHGAP44	0
9913	SUPT7L	0
9914	ATP2C2	0
9915	ARNT2	0
9917	FAM20B	1
9918	NCAPD2	1
9919	SEC16A	0
9920	KBTBD11	0
9921	RNF10	1
9922	IQSEC1	0
9923	ZBTB40	0
9924	PAN2	0
9925	ZBTB5	0
9926	LPGAT1	1
9927	MFN2	0
9928	KIF14	0
9929	JOSD1	0
9931	HELZ	0
9933	PUM3	1
9934	P2RY14	0
9935	MAFB	0
9936	CD302	0
9937	DCLRE1A	0
9938	ARHGAP25	0
9939	RBM8A	1
9940	DLEC1	1
9941	EXOG	1
9942	XYLB	0
9943	OXSR1	0
9945	GFPT2	0
9946	CRYZL1	0
9947	MAGEC1	0
9948	WDR1	0
9949	AMMECR1	0
9950	GOLGA5	1
9951	HS3ST4	0
9953	HS3ST3B1	0
9955	HS3ST3A1	0
9956	HS3ST2	0
9957	HS3ST1	0
9958	USP15	1
9960	USP3	0
9961	MVP	0
9962	SLC23A2	0
9963	SLC23A1	0
9965	FGF19	0
9966	TNFSF15	0
9967	THRAP3	1
9968	MED12	0
9969	MED13	1
9970	NR1I3	0
9971	NR1H4	0
9972	NUP153	0
9973	CCS	0
9975	NR1D2	0
9976	CLEC2B	0
9978	RBX1	1
9980	DOP1B	0
9982	FGFBP1	1
9984	THOC1	0
9985	REC8	0
9986	RCE1	0
9987	HNRNPDL	1
9988	DMTF1	0
9989	PPP4R1	1
9990	SLC12A6	0
9991	PTBP3	0
9992	KCNE2	0
9993	DGCR2	0
9994	CASP8AP2	0
9997	SCO2	0
10000	AKT3	0
10001	MED6	1
10002	NR2E3	0
10003	NAALAD2	0
10004	NAALADL1	0
10005	ACOT8	0
10006	ABI1	1
10007	GNPDA1	0
10008	KCNE3	0
10009	ZBTB33	0
10010	TANK	0
10011	SRA1	0
10013	HDAC6	0
10014	HDAC5	0
10015	PDCD6IP	1
10016	PDCD6	1
10017	BCL2L10	0
10018	BCL2L11	0
10019	SH2B3	0
10020	GNE	0
10021	HCN4	0
10022	INSL5	0
10023	FRAT1	0
10024	TROAP	0
10025	MED16	0
10026	PIGK	0
10036	CHAF1A	0
10038	PARP2	0
10039	PARP3	0
10040	TOM1L1	0
10042	HMGXB4	0
10043	TOM1	0
10044	SH2D3C	0
10045	SH2D3A	0
10046	MAMLD1	0
10047	CST8	0
10048	RANBP9	0
10049	DNAJB6	0
10050	SLC17A4	0
10051	SMC4	1
10052	GJC1	0
10053	AP1M2	1
10054	UBA2	1
10055	SAE1	1
10056	FARSB	1
10057	ABCC5	0
10058	ABCB6	0
10059	DNM1L	0
10060	ABCC9	0
10061	ABCF2	1
10062	NR1H3	0
10063	COX17	1
10066	SCAMP2	0
10067	SCAMP3	0
10068	IL18BP	0
10069	RWDD2B	0
10071	MUC12	0
10072	DPP3	1
10073	SNUPN	0
10075	HUWE1	0
10076	PTPRU	0
10077	TSPAN32	0
10078	TSSC4	0
10079	ATP9A	0
10081	PDCD7	0
10082	GPC6	0
10083	USH1C	0
10084	PQBP1	0
10085	EDIL3	0
10086	HHLA1	0
10087	CERT1	0
10089	KCNK7	0
10090	UST	0
10092	ARPC5	0
10093	ARPC4	0
10094	ARPC3	1
10095	ARPC1B	0
10096	ACTR3	1
10097	ACTR2	1
10098	TSPAN5	0
10099	TSPAN3	0
10100	TSPAN2	0
10101	NUBP2	0
10102	TSFM	0
10103	TSPAN1	0
10105	PPIF	0
10106	CTDSP2	1
10107	TRIM10	0
10109	ARPC2	0
10110	SGK2	0
10111	RAD50	0
10112	KIF20A	0
10113	PREB	0
10114	HIPK3	0
10116	FEM1B	0
10117	ENAM	0
10120	ACTR1B	0
10121	ACTR1A	1
10123	ARL4C	0
10124	ARL4A	1
