ENSGene,ENSProt
ENSG00000153993,ENSP00000284136
ENSG00000154007,ENSP00000284142
ENSG00000154016,ENSP00000284154
ENSG00000154096,ENSP00000284240
ENSG00000154102,ENSP00000284245
ENSG00000154118,ENSP00000284262
ENSG00000154127,ENSP00000284273
ENSG00000154124,ENSP00000284274
ENSG00000154146,ENSP00000284292
ENSG00000154174,ENSP00000284320
ENSG00000154277,ENSP00000284440
ENSG00000154319,ENSP00000284486
ENSG00000154328,ENSP00000284503
ENSG00000154342,ENSP00000284523
ENSG00000154370,ENSP00000284551
ENSG00000154415,ENSP00000284601
ENSG00000154438,ENSP00000284629
ENSG00000154447,ENSP00000284637
ENSG00000089876,ENSP00000284690
ENSG00000138430,ENSP00000284719
ENSG00000154518,ENSP00000284727
ENSG00000154553,ENSP00000284767
ENSG00000154589,ENSP00000284818
ENSG00000154620,ENSP00000284856
ENSG00000154639,ENSP00000284878
ENSG00000154646,ENSP00000284885
ENSG00000142192,ENSP00000284981
ENSG00000154736,ENSP00000284987
ENSG00000154743,ENSP00000284995
ENSG00000154764,ENSP00000285018
ENSG00000154767,ENSP00000285021
ENSG00000167306,ENSP00000285039
ENSG00000154803,ENSP00000285071
ENSG00000167315,ENSP00000285093
ENSG00000154839,ENSP00000285116
ENSG00000154917,ENSP00000285208
ENSG00000108846,ENSP00000285238
ENSG00000154945,ENSP00000285243
ENSG00000239789,ENSP00000285298
ENSG00000155011,ENSP00000285311
ENSG00000104267,ENSP00000285379
ENSG00000164879,ENSP00000285381
ENSG00000147614,ENSP00000285393
ENSG00000163161,ENSP00000285398
ENSG00000155087,ENSP00000285402
ENSG00000155090,ENSP00000285407
ENSG00000155304,ENSP00000285667
ENSG00000155330,ENSP00000285697
ENSG00000102910,ENSP00000285737
ENSG00000155438,ENSP00000285814
ENSG00000135205,ENSP00000285871
ENSG00000082516,ENSP00000285873
ENSG00000155495,ENSP00000285879
ENSG00000155530,ENSP00000285928
ENSG00000085662,ENSP00000285930
ENSG00000155561,ENSP00000285968
ENSG00000108242,ENSP00000285979
ENSG00000155622,ENSP00000286049
ENSG00000128655,ENSP00000286063
ENSG00000155636,ENSP00000286070
ENSG00000003400,ENSP00000286186
ENSG00000155760,ENSP00000286201
ENSG00000155792,ENSP00000286234
ENSG00000155850,ENSP00000286298
ENSG00000155858,ENSP00000286307
ENSG00000155868,ENSP00000286317
ENSG00000155893,ENSP00000286353
ENSG00000155897,ENSP00000286355
ENSG00000069849,ENSP00000286371
ENSG00000155959,ENSP00000286428
ENSG00000156006,ENSP00000286479
ENSG00000156052,ENSP00000286548
ENSG00000156076,ENSP00000286574
ENSG00000156103,ENSP00000286614
ENSG00000156113,ENSP00000286628
ENSG00000156127,ENSP00000286639
ENSG00000156136,ENSP00000286648
ENSG00000156140,ENSP00000286657
ENSG00000148175,ENSP00000286713
ENSG00000156206,ENSP00000286732
ENSG00000138744,ENSP00000286733
ENSG00000156232,ENSP00000286760
ENSG00000156261,ENSP00000286788
ENSG00000156269,ENSP00000286794
ENSG00000156282,ENSP00000286808
ENSG00000156304,ENSP00000286835
ENSG00000156381,ENSP00000286918
ENSG00000156466,ENSP00000287020
ENSG00000156469,ENSP00000287025
ENSG00000156486,ENSP00000287042
ENSG00000156521,ENSP00000287078
ENSG00000156535,ENSP00000287097
ENSG00000156574,ENSP00000287139
ENSG00000156587,ENSP00000287156
ENSG00000156599,ENSP00000287169
ENSG00000140488,ENSP00000287202
ENSG00000156650,ENSP00000287239
ENSG00000156709,ENSP00000287295
ENSG00000156735,ENSP00000287322
ENSG00000156802,ENSP00000287394
ENSG00000156831,ENSP00000287437
ENSG00000156876,ENSP00000287482
ENSG00000156885,ENSP00000287490
ENSG00000156925,ENSP00000287538
ENSG00000156959,ENSP00000287585
ENSG00000156970,ENSP00000287598
ENSG00000156973,ENSP00000287600
ENSG00000157005,ENSP00000287641
ENSG00000103512,ENSP00000287667
ENSG00000157036,ENSP00000287675
ENSG00000157045,ENSP00000287706
ENSG00000157064,ENSP00000287713
ENSG00000157077,ENSP00000287727
ENSG00000157119,ENSP00000287777
ENSG00000157150,ENSP00000287814
ENSG00000033050,ENSP00000287844
ENSG00000106617,ENSP00000287878
ENSG00000157219,ENSP00000287907
ENSG00000157240,ENSP00000287934
ENSG00000113161,ENSP00000287936
ENSG00000157259,ENSP00000287957
ENSG00000127080,ENSP00000287996
ENSG00000258429,ENSP00000288022
ENSG00000157404,ENSP00000288135
ENSG00000157388,ENSP00000288139
ENSG00000056736,ENSP00000288167
ENSG00000157456,ENSP00000288207
ENSG00000187672,ENSP00000288221
ENSG00000157483,ENSP00000288235
ENSG00000157500,ENSP00000288266
ENSG00000046889,ENSP00000288368
ENSG00000110871,ENSP00000288532
ENSG00000157778,ENSP00000288607
ENSG00000157827,ENSP00000288670
ENSG00000157851,ENSP00000288699
ENSG00000157856,ENSP00000288710
ENSG00000157954,ENSP00000288828
ENSG00000137834,ENSP00000288840
ENSG00000158023,ENSP00000288912
ENSG00000158042,ENSP00000288937
ENSG00000158104,ENSP00000289004
ENSG00000158106,ENSP00000289013
ENSG00000158169,ENSP00000289081
ENSG00000115073,ENSP00000289228
ENSG00000158411,ENSP00000289359
ENSG00000026950,ENSP00000289361
ENSG00000158417,ENSP00000289371
ENSG00000158435,ENSP00000289382
ENSG00000158477,ENSP00000289429
ENSG00000158517,ENSP00000289473
ENSG00000158552,ENSP00000289528
ENSG00000158683,ENSP00000289672
ENSG00000129910,ENSP00000289746
ENSG00000158748,ENSP00000289753
ENSG00000187987,ENSP00000289788
ENSG00000158869,ENSP00000289902
ENSG00000147432,ENSP00000289957
ENSG00000140750,ENSP00000289968
ENSG00000159055,ENSP00000290130
ENSG00000159079,ENSP00000290155
ENSG00000108424,ENSP00000290158
ENSG00000162552,ENSP00000290167
ENSG00000243646,ENSP00000290200
ENSG00000141295,ENSP00000290216
ENSG00000124160,ENSP00000290231
ENSG00000062598,ENSP00000290246
ENSG00000060491,ENSP00000290291
ENSG00000159182,ENSP00000290294
ENSG00000159184,ENSP00000290295
ENSG00000241837,ENSP00000290299
ENSG00000159197,ENSP00000290310
ENSG00000159217,ENSP00000290341
ENSG00000159228,ENSP00000290349
ENSG00000159231,ENSP00000290354
ENSG00000159248,ENSP00000290374
ENSG00000159251,ENSP00000290378
ENSG00000159263,ENSP00000290399
ENSG00000156642,ENSP00000290401
ENSG00000100294,ENSP00000290429
ENSG00000159337,ENSP00000290472
ENSG00000159377,ENSP00000290541
ENSG00000159388,ENSP00000290551
ENSG00000159399,ENSP00000290573
ENSG00000159409,ENSP00000290583
ENSG00000159461,ENSP00000290649
ENSG00000159459,ENSP00000290650
ENSG00000159496,ENSP00000290691
ENSG00000159556,ENSP00000290759
ENSG00000133433,ENSP00000290765
ENSG00000159640,ENSP00000290866
ENSG00000159685,ENSP00000290913
ENSG00000159720,ENSP00000290949
ENSG00000159723,ENSP00000290953
ENSG00000159763,ENSP00000291009
ENSG00000159792,ENSP00000291041
ENSG00000159958,ENSP00000291232
ENSG00000160013,ENSP00000291294
ENSG00000160014,ENSP00000291295
ENSG00000160075,ENSP00000291386
ENSG00000116525,ENSP00000291416
ENSG00000160113,ENSP00000291442
ENSG00000187664,ENSP00000291481
ENSG00000160161,ENSP00000291495
ENSG00000160181,ENSP00000291526
ENSG00000160182,ENSP00000291527
ENSG00000160188,ENSP00000291536
ENSG00000160191,ENSP00000291539
ENSG00000160199,ENSP00000291547
ENSG00000160201,ENSP00000291552
ENSG00000160202,ENSP00000291554
ENSG00000160207,ENSP00000291560
ENSG00000160209,ENSP00000291565
ENSG00000160213,ENSP00000291568
ENSG00000160216,ENSP00000291572
ENSG00000160218,ENSP00000291574
ENSG00000241945,ENSP00000291576
ENSG00000160221,ENSP00000291577
ENSG00000160224,ENSP00000291582
ENSG00000160233,ENSP00000291592
ENSG00000160256,ENSP00000291634
ENSG00000160294,ENSP00000291688
ENSG00000160307,ENSP00000291700
ENSG00000160339,ENSP00000291744
ENSG00000239961,ENSP00000291759
ENSG00000160410,ENSP00000291842
ENSG00000242019,ENSP00000291860
ENSG00000189430,ENSP00000291890
ENSG00000160445,ENSP00000291900
ENSG00000160447,ENSP00000291906
ENSG00000160563,ENSP00000292035
ENSG00000137731,ENSP00000292079
ENSG00000244045,ENSP00000292114
ENSG00000105755,ENSP00000292147
ENSG00000160678,ENSP00000292169
ENSG00000160683,ENSP00000292174
ENSG00000160688,ENSP00000292180
ENSG00000160791,ENSP00000292303
ENSG00000070423,ENSP00000292363
ENSG00000213420,ENSP00000292377
ENSG00000160862,ENSP00000292401
ENSG00000160867,ENSP00000292408
ENSG00000160882,ENSP00000292427
ENSG00000160886,ENSP00000292430
ENSG00000160877,ENSP00000292431
ENSG00000160883,ENSP00000292432
ENSG00000166529,ENSP00000292450
ENSG00000241468,ENSP00000292475
ENSG00000160917,ENSP00000292476
ENSG00000106246,ENSP00000292478
ENSG00000160951,ENSP00000292513
ENSG00000160993,ENSP00000292566
ENSG00000160994,ENSP00000292574
ENSG00000161010,ENSP00000292586
ENSG00000213316,ENSP00000292596
ENSG00000161021,ENSP00000292599
ENSG00000005075,ENSP00000292614
ENSG00000161036,ENSP00000292616
ENSG00000161082,ENSP00000292672
ENSG00000161180,ENSP00000292779
ENSG00000043093,ENSP00000292782
ENSG00000269190,ENSP00000292852
ENSG00000161243,ENSP00000292853
ENSG00000161281,ENSP00000292907
ENSG00000161298,ENSP00000292928
ENSG00000161509,ENSP00000293190
ENSG00000161533,ENSP00000293217
ENSG00000161544,ENSP00000293230
ENSG00000161594,ENSP00000293303
ENSG00000173757,ENSP00000293328
ENSG00000161610,ENSP00000293330
ENSG00000161618,ENSP00000293350
ENSG00000123338,ENSP00000293373
ENSG00000161638,ENSP00000293379
ENSG00000161653,ENSP00000293404
ENSG00000161652,ENSP00000293405
ENSG00000161681,ENSP00000293441
ENSG00000125084,ENSP00000293549
ENSG00000161798,ENSP00000293599
ENSG00000139610,ENSP00000293636
ENSG00000161835,ENSP00000293662
ENSG00000170523,ENSP00000293670
ENSG00000161860,ENSP00000293695
ENSG00000161896,ENSP00000293756
ENSG00000161904,ENSP00000293760
ENSG00000161905,ENSP00000293761
ENSG00000161920,ENSP00000293777
ENSG00000161921,ENSP00000293778
ENSG00000161940,ENSP00000293805
ENSG00000239697,ENSP00000293825
ENSG00000161960,ENSP00000293831
ENSG00000161980,ENSP00000293860
ENSG00000007392,ENSP00000293872
ENSG00000161996,ENSP00000293879
ENSG00000127580,ENSP00000293883
ENSG00000162068,ENSP00000293973
ENSG00000188827,ENSP00000294008
ENSG00000162104,ENSP00000294016
ENSG00000162129,ENSP00000294053
ENSG00000162188,ENSP00000294117
ENSG00000213672,ENSP00000294129
ENSG00000162227,ENSP00000294168
ENSG00000162236,ENSP00000294179
ENSG00000162244,ENSP00000294189
ENSG00000168005,ENSP00000294244
ENSG00000162337,ENSP00000294304
ENSG00000162341,ENSP00000294309
ENSG00000162344,ENSP00000294312
ENSG00000162366,ENSP00000294338
ENSG00000162378,ENSP00000294353
ENSG00000162402,ENSP00000294383
ENSG00000188672,ENSP00000294413
ENSG00000204624,ENSP00000294484
ENSG00000162490,ENSP00000294485
ENSG00000130158,ENSP00000294618
ENSG00000162643,ENSP00000294664
ENSG00000162676,ENSP00000294702
ENSG00000162692,ENSP00000294728
ENSG00000162736,ENSP00000294785
ENSG00000162763,ENSP00000294818
ENSG00000162869,ENSP00000294952
ENSG00000138039,ENSP00000294954
ENSG00000162882,ENSP00000294973
ENSG00000162909,ENSP00000295006
ENSG00000162928,ENSP00000295030
ENSG00000010072,ENSP00000295050
ENSG00000162951,ENSP00000295057
ENSG00000162975,ENSP00000295082
ENSG00000162989,ENSP00000295101
ENSG00000162992,ENSP00000295108
ENSG00000162998,ENSP00000295113
ENSG00000163002,ENSP00000295119
ENSG00000243667,ENSP00000295121
ENSG00000163026,ENSP00000295148
ENSG00000163060,ENSP00000295201
ENSG00000163064,ENSP00000295206
ENSG00000115041,ENSP00000295225
ENSG00000163083,ENSP00000295228
ENSG00000163093,ENSP00000295240
ENSG00000163106,ENSP00000295256
ENSG00000163114,ENSP00000295266
ENSG00000163157,ENSP00000295314
ENSG00000163166,ENSP00000295321
ENSG00000163217,ENSP00000295379
ENSG00000153208,ENSP00000295408
ENSG00000163249,ENSP00000295414
ENSG00000163281,ENSP00000295448
ENSG00000163286,ENSP00000295453
ENSG00000163312,ENSP00000295488
ENSG00000163319,ENSP00000295491
ENSG00000163347,ENSP00000295522
ENSG00000163359,ENSP00000295550
ENSG00000163389,ENSP00000295588
ENSG00000163394,ENSP00000295589
ENSG00000163421,ENSP00000295619
ENSG00000163430,ENSP00000295633
ENSG00000163440,ENSP00000295645
ENSG00000163453,ENSP00000295666
ENSG00000163463,ENSP00000295682
ENSG00000163464,ENSP00000295683
ENSG00000163468,ENSP00000295688
ENSG00000163479,ENSP00000295702
ENSG00000163481,ENSP00000295704
ENSG00000163482,ENSP00000295709
ENSG00000054356,ENSP00000295718
ENSG00000163501,ENSP00000295731
ENSG00000163507,ENSP00000295746
ENSG00000163515,ENSP00000295755
ENSG00000163519,ENSP00000295756
ENSG00000163517,ENSP00000295757
ENSG00000163527,ENSP00000295770
ENSG00000163558,ENSP00000295797
ENSG00000163577,ENSP00000295822
ENSG00000163576,ENSP00000295824
ENSG00000163586,ENSP00000295834
ENSG00000163611,ENSP00000295872
ENSG00000163623,ENSP00000295886
ENSG00000163624,ENSP00000295887
ENSG00000163625,ENSP00000295888
ENSG00000163631,ENSP00000295897
ENSG00000163634,ENSP00000295899
ENSG00000163660,ENSP00000295926
ENSG00000163661,ENSP00000295927
ENSG00000008056,ENSP00000295987
ENSG00000163710,ENSP00000295992
ENSG00000163719,ENSP00000296003
ENSG00000163734,ENSP00000296026
ENSG00000163735,ENSP00000296027
ENSG00000163736,ENSP00000296028
ENSG00000163737,ENSP00000296029
ENSG00000138771,ENSP00000296043
ENSG00000163751,ENSP00000296046
ENSG00000163755,ENSP00000296051
ENSG00000163788,ENSP00000296088
ENSG00000163794,ENSP00000296099
ENSG00000243147,ENSP00000296102
ENSG00000163810,ENSP00000296125
ENSG00000163814,ENSP00000296129
ENSG00000163815,ENSP00000296130
ENSG00000163818,ENSP00000296135
ENSG00000163820,ENSP00000296137
ENSG00000163823,ENSP00000296140
ENSG00000241186,ENSP00000296145
ENSG00000163832,ENSP00000296149
ENSG00000163840,ENSP00000296161
ENSG00000082781,ENSP00000296181
ENSG00000163877,ENSP00000296215
ENSG00000144909,ENSP00000296220
ENSG00000163884,ENSP00000296233
ENSG00000163888,ENSP00000296238
ENSG00000163898,ENSP00000296252
ENSG00000163902,ENSP00000296255
ENSG00000163904,ENSP00000296257
ENSG00000163914,ENSP00000296271
ENSG00000127241,ENSP00000296280
ENSG00000163933,ENSP00000296292
ENSG00000144730,ENSP00000296318
ENSG00000163959,ENSP00000296327
ENSG00000163960,ENSP00000296328
ENSG00000145016,ENSP00000296343
ENSG00000163975,ENSP00000296350
ENSG00000163982,ENSP00000296358
ENSG00000163993,ENSP00000296370
ENSG00000164007,ENSP00000296387
ENSG00000164024,ENSP00000296411
ENSG00000197894,ENSP00000296412
ENSG00000164032,ENSP00000296417
ENSG00000164035,ENSP00000296420
ENSG00000164049,ENSP00000296438
ENSG00000164061,ENSP00000296452
ENSG00000164062,ENSP00000296456
ENSG00000164070,ENSP00000296464
ENSG00000164077,ENSP00000296473
ENSG00000164078,ENSP00000296474
ENSG00000164087,ENSP00000296484
ENSG00000164091,ENSP00000296490
ENSG00000164099,ENSP00000296498
ENSG00000164104,ENSP00000296503
ENSG00000164105,ENSP00000296504
ENSG00000164109,ENSP00000296509
ENSG00000164111,ENSP00000296511
ENSG00000164113,ENSP00000296513
ENSG00000164120,ENSP00000296522
ENSG00000164134,ENSP00000296543
ENSG00000164144,ENSP00000296557
ENSG00000164151,ENSP00000296564
ENSG00000164161,ENSP00000296575
ENSG00000164163,ENSP00000296577
ENSG00000164167,ENSP00000296581
ENSG00000164171,ENSP00000296585
ENSG00000164175,ENSP00000296589
ENSG00000164176,ENSP00000296591
ENSG00000164182,ENSP00000296597
ENSG00000164211,ENSP00000296632
ENSG00000164220,ENSP00000296641
ENSG00000164237,ENSP00000296658
ENSG00000186468,ENSP00000296674
ENSG00000164253,ENSP00000296679
ENSG00000164256,ENSP00000296682
ENSG00000164258,ENSP00000296684
ENSG00000164265,ENSP00000296694
ENSG00000164266,ENSP00000296695
ENSG00000157510,ENSP00000296721
ENSG00000131711,ENSP00000296755
ENSG00000164326,ENSP00000296777
ENSG00000164331,ENSP00000296785
ENSG00000164332,ENSP00000296786
ENSG00000164338,ENSP00000296792
ENSG00000164342,ENSP00000296795
ENSG00000164366,ENSP00000296824
ENSG00000145506,ENSP00000296849
ENSG00000146072,ENSP00000296861
ENSG00000164399,ENSP00000296870
ENSG00000164400,ENSP00000296871
ENSG00000164406,ENSP00000296877
ENSG00000164438,ENSP00000296921
ENSG00000181163,ENSP00000296930
ENSG00000164485,ENSP00000296980
ENSG00000164508,ENSP00000297012
ENSG00000006747,ENSP00000297029
ENSG00000008256,ENSP00000297044
ENSG00000164535,ENSP00000297056
ENSG00000164548,ENSP00000297071
ENSG00000164576,ENSP00000297109
ENSG00000164597,ENSP00000297135
ENSG00000164603,ENSP00000297145
ENSG00000164609,ENSP00000297151
ENSG00000164615,ENSP00000297156
ENSG00000164610,ENSP00000297157
ENSG00000164620,ENSP00000297164
ENSG00000113013,ENSP00000297185
ENSG00000164687,ENSP00000297258
ENSG00000164690,ENSP00000297261
ENSG00000164695,ENSP00000297265
ENSG00000164692,ENSP00000297268
ENSG00000164708,ENSP00000297283
ENSG00000164715,ENSP00000297293
ENSG00000164736,ENSP00000297316
ENSG00000164744,ENSP00000297325
ENSG00000164754,ENSP00000297338
ENSG00000164758,ENSP00000297347
ENSG00000164761,ENSP00000297350
ENSG00000164796,ENSP00000297405
ENSG00000164815,ENSP00000297431
ENSG00000164821,ENSP00000297435
ENSG00000164822,ENSP00000297436
ENSG00000164825,ENSP00000297439
ENSG00000164818,ENSP00000297440
ENSG00000164867,ENSP00000297494
ENSG00000164877,ENSP00000297508
ENSG00000164893,ENSP00000297524
ENSG00000164896,ENSP00000297532
ENSG00000164898,ENSP00000297534
ENSG00000164900,ENSP00000297537
ENSG00000164902,ENSP00000297540
ENSG00000164935,ENSP00000297581
ENSG00000164944,ENSP00000297591
ENSG00000164949,ENSP00000297596
ENSG00000164976,ENSP00000297625
ENSG00000099377,ENSP00000297679
ENSG00000165030,ENSP00000297689
ENSG00000165092,ENSP00000297785
ENSG00000128596,ENSP00000297788
ENSG00000165115,ENSP00000297814
ENSG00000165138,ENSP00000297837
ENSG00000187955,ENSP00000297848
ENSG00000165197,ENSP00000297904
ENSG00000165269,ENSP00000297988
ENSG00000165271,ENSP00000297990
ENSG00000165272,ENSP00000297991
ENSG00000165275,ENSP00000297994
ENSG00000165304,ENSP00000298048
ENSG00000165355,ENSP00000298097
ENSG00000165379,ENSP00000298119
ENSG00000165389,ENSP00000298130
ENSG00000165392,ENSP00000298139
ENSG00000165410,ENSP00000298159
ENSG00000165434,ENSP00000298198
ENSG00000165458,ENSP00000298229
ENSG00000165462,ENSP00000298231
ENSG00000165475,ENSP00000298248
ENSG00000165495,ENSP00000298282
ENSG00000165496,ENSP00000298283
ENSG00000165501,ENSP00000298288
ENSG00000165506,ENSP00000298292
ENSG00000165507,ENSP00000298295
ENSG00000165516,ENSP00000298307
ENSG00000165525,ENSP00000298310
ENSG00000165527,ENSP00000298316
ENSG00000165526,ENSP00000298317
ENSG00000165548,ENSP00000298351
ENSG00000165553,ENSP00000298352
ENSG00000133105,ENSP00000298386
ENSG00000165584,ENSP00000298396
ENSG00000065665,ENSP00000298428
ENSG00000165660,ENSP00000298492
ENSG00000165672,ENSP00000298510
ENSG00000165682,ENSP00000298527
ENSG00000165694,ENSP00000298542
ENSG00000165695,ENSP00000298545
ENSG00000165699,ENSP00000298552
ENSG00000165704,ENSP00000298556
ENSG00000111266,ENSP00000298573
ENSG00000165724,ENSP00000298585
ENSG00000165819,ENSP00000298717
ENSG00000180447,ENSP00000298743
ENSG00000165832,ENSP00000298746
ENSG00000062650,ENSP00000298767
ENSG00000122376,ENSP00000298786
ENSG00000165917,ENSP00000298854
ENSG00000165934,ENSP00000298875
ENSG00000188906,ENSP00000298910
ENSG00000134627,ENSP00000299001
ENSG00000166035,ENSP00000299022
ENSG00000166046,ENSP00000299045
ENSG00000166068,ENSP00000299084
ENSG00000166086,ENSP00000299106
ENSG00000069329,ENSP00000299138
ENSG00000166126,ENSP00000299155
ENSG00000139445,ENSP00000299162
ENSG00000166135,ENSP00000299163
ENSG00000166136,ENSP00000299166
ENSG00000166148,ENSP00000299178
ENSG00000155393,ENSP00000299192
ENSG00000166165,ENSP00000299198
ENSG00000166189,ENSP00000299238
ENSG00000166228,ENSP00000299299
ENSG00000166226,ENSP00000299300
ENSG00000111670,ENSP00000299314
ENSG00000166260,ENSP00000299335
ENSG00000166278,ENSP00000299367
ENSG00000166326,ENSP00000299413
ENSG00000166337,ENSP00000299424
ENSG00000166340,ENSP00000299427
ENSG00000166343,ENSP00000299432
ENSG00000166349,ENSP00000299440
ENSG00000158077,ENSP00000299481
ENSG00000166411,ENSP00000299518
ENSG00000166439,ENSP00000299563
ENSG00000169684,ENSP00000299565
ENSG00000166454,ENSP00000299575
ENSG00000166477,ENSP00000299601
ENSG00000159063,ENSP00000299626
ENSG00000255529,ENSP00000299638
ENSG00000166523,ENSP00000299663
ENSG00000166527,ENSP00000299665
ENSG00000166535,ENSP00000299698
ENSG00000166557,ENSP00000299705
ENSG00000166569,ENSP00000299721
ENSG00000166573,ENSP00000299727
ENSG00000166582,ENSP00000299736
ENSG00000166603,ENSP00000299766
ENSG00000166598,ENSP00000299767
ENSG00000135740,ENSP00000299798
ENSG00000101445,ENSP00000299824
ENSG00000166664,ENSP00000299847
ENSG00000058600,ENSP00000299853
ENSG00000149968,ENSP00000299855
ENSG00000166685,ENSP00000299886
ENSG00000166794,ENSP00000300026
ENSG00000166797,ENSP00000300030
ENSG00000166803,ENSP00000300035
ENSG00000166819,ENSP00000300055
ENSG00000166821,ENSP00000300056
ENSG00000166823,ENSP00000300057
ENSG00000166825,ENSP00000300060
ENSG00000166828,ENSP00000300061
ENSG00000166831,ENSP00000300069
ENSG00000166848,ENSP00000300086
ENSG00000166847,ENSP00000300087
ENSG00000166851,ENSP00000300093
ENSG00000166856,ENSP00000300098
ENSG00000166862,ENSP00000300105
ENSG00000166855,ENSP00000300107
ENSG00000166869,ENSP00000300113
ENSG00000166881,ENSP00000300128
ENSG00000166886,ENSP00000300131
ENSG00000166888,ENSP00000300134
ENSG00000166896,ENSP00000300145
ENSG00000166889,ENSP00000300146
ENSG00000166902,ENSP00000300151
ENSG00000166922,ENSP00000300175
ENSG00000106351,ENSP00000300176
ENSG00000166925,ENSP00000300181
ENSG00000166930,ENSP00000300190
ENSG00000166946,ENSP00000300213
ENSG00000166959,ENSP00000300226
ENSG00000166963,ENSP00000300231
ENSG00000166974,ENSP00000300249
ENSG00000167004,ENSP00000300289
ENSG00000167005,ENSP00000300291
ENSG00000088325,ENSP00000300403
ENSG00000167088,ENSP00000300413
ENSG00000167113,ENSP00000300452
ENSG00000167114,ENSP00000300456
ENSG00000142173,ENSP00000300527
ENSG00000167193,ENSP00000300574
ENSG00000167232,ENSP00000300619
ENSG00000089154,ENSP00000300648
ENSG00000125686,ENSP00000300651
ENSG00000161395,ENSP00000300658
ENSG00000072736,ENSP00000300659
ENSG00000167283,ENSP00000300688
ENSG00000167286,ENSP00000300692
ENSG00000167325,ENSP00000300738
ENSG00000170832,ENSP00000300896
ENSG00000167434,ENSP00000300900
ENSG00000167461,ENSP00000300935
ENSG00000167476,ENSP00000300961
ENSG00000167508,ENSP00000301012
ENSG00000103335,ENSP00000301015
ENSG00000167513,ENSP00000301019
ENSG00000167531,ENSP00000301046
ENSG00000167535,ENSP00000301050
ENSG00000167543,ENSP00000301057
ENSG00000169884,ENSP00000301061
ENSG00000167548,ENSP00000301067
ENSG00000255974,ENSP00000301141
ENSG00000198077,ENSP00000301146
ENSG00000167588,ENSP00000301149
ENSG00000267796,ENSP00000301159
ENSG00000167601,ENSP00000301178
ENSG00000066084,ENSP00000301180
ENSG00000167617,ENSP00000301200
ENSG00000167641,ENSP00000301242
ENSG00000167642,ENSP00000301244
ENSG00000167644,ENSP00000301246
ENSG00000167653,ENSP00000301258
ENSG00000167670,ENSP00000301280
ENSG00000167671,ENSP00000301281
ENSG00000160505,ENSP00000301295
ENSG00000147804,ENSP00000301305
ENSG00000167705,ENSP00000301336
ENSG00000167721,ENSP00000301364
ENSG00000267631,ENSP00000301407
ENSG00000189052,ENSP00000301408
ENSG00000167748,ENSP00000301420
ENSG00000167769,ENSP00000301452
ENSG00000125648,ENSP00000301454
ENSG00000167772,ENSP00000301455
ENSG00000267855,ENSP00000301457
ENSG00000167775,ENSP00000301458
ENSG00000167771,ENSP00000301459
ENSG00000167778,ENSP00000301463
ENSG00000167779,ENSP00000301464
ENSG00000167780,ENSP00000301466
ENSG00000167815,ENSP00000301522
ENSG00000167862,ENSP00000301585
ENSG00000167863,ENSP00000301587
ENSG00000167874,ENSP00000301599
ENSG00000167910,ENSP00000301645
ENSG00000167914,ENSP00000301659
ENSG00000167941,ENSP00000301691
ENSG00000167967,ENSP00000301727
ENSG00000167969,ENSP00000301729
ENSG00000167972,ENSP00000301732
ENSG00000167977,ENSP00000301738
ENSG00000167978,ENSP00000301740
ENSG00000167981,ENSP00000301744
ENSG00000167985,ENSP00000301761
ENSG00000167986,ENSP00000301764
ENSG00000167987,ENSP00000301765
ENSG00000214753,ENSP00000301785
ENSG00000168002,ENSP00000301788
ENSG00000168038,ENSP00000301831
ENSG00000168040,ENSP00000301838
ENSG00000168056,ENSP00000301873
ENSG00000168065,ENSP00000301891
ENSG00000168070,ENSP00000301896
ENSG00000168077,ENSP00000301904
ENSG00000168081,ENSP00000301908
ENSG00000171056,ENSP00000301921
ENSG00000169604,ENSP00000301945
ENSG00000170011,ENSP00000301972
ENSG00000169413,ENSP00000302046
ENSG00000171860,ENSP00000302079
ENSG00000171747,ENSP00000302100
ENSG00000168582,ENSP00000302105
ENSG00000169230,ENSP00000302114
ENSG00000172179,ENSP00000302150
ENSG00000170860,ENSP00000302160
ENSG00000143797,ENSP00000302177
ENSG00000213760,ENSP00000302194
ENSG00000172238,ENSP00000302216
ENSG00000166199,ENSP00000302232
ENSG00000172156,ENSP00000302234
ENSG00000168505,ENSP00000302251
ENSG00000170571,ENSP00000302289
ENSG00000168481,ENSP00000302297
ENSG00000169789,ENSP00000302319
ENSG00000169397,ENSP00000302324
ENSG00000169902,ENSP00000302413
ENSG00000170191,ENSP00000302441
ENSG00000170276,ENSP00000302476
ENSG00000186184,ENSP00000302478
ENSG00000172346,ENSP00000302485
ENSG00000169032,ENSP00000302486
ENSG00000169679,ENSP00000302530
ENSG00000171604,ENSP00000302543
ENSG00000170166,ENSP00000302548
ENSG00000169087,ENSP00000302562
ENSG00000172243,ENSP00000302569
ENSG00000168672,ENSP00000302578
ENSG00000172482,ENSP00000302620
ENSG00000171236,ENSP00000302621
ENSG00000168646,ENSP00000302625
ENSG00000169856,ENSP00000302630
ENSG00000171119,ENSP00000302648
ENSG00000172209,ENSP00000302676
ENSG00000169876,ENSP00000302716
ENSG00000170049,ENSP00000302719
ENSG00000172410,ENSP00000302724
ENSG00000169919,ENSP00000302728
ENSG00000172239,ENSP00000302768
ENSG00000170043,ENSP00000302783
ENSG00000169180,ENSP00000302790
ENSG00000171103,ENSP00000302801
ENSG00000170967,ENSP00000302805
